"BasinID","Volume_2000","Volume_2020","Popu_2000","Popu_2020"
1251,645268456.41,691052821.89,16284.0312424,24479.8770752
1272,156617457.1,156004862.8,54252.6559786,69137.8539399
1617,22330129.84,23191848.732,19208.6689563,86925.0506597
1587,35156294.15,39978430.46,32456.4561018,62370.2135654
8111,9564771817.68,9593111412.1221,1367.2210785,1446.00532688
8112,5564585643.77,5559665661.398,50.207679579,47.2234984577
8114,1805543005.36,1911430547.585,0.302774972282,0.376615982503
8115,112004453613.601,117392259205.579,5008.33446449,4919.93464399
8116,11684235157.97,12656960005.98,1471.95912692,1427.07266027
8117,5391241637.66,5624370829.312,3763.6160077,3814.20941133
8118,23099762668.32,24096318015.607,10594.5724677,11726.789548
8119,70004899092.84,74643077684.0352,6230.18688341,7011.82781544
8121,3988232981.12,5042739481.213,3743.66470008,3764.71288699
8122,295016801.49,617700284.263,1012.13175358,967.551062553
8125,322662556.65,407163590.53,936.670013926,692.109383188
8126,3645019787.68,3613512170.42622,237.317053378,339.085019015
8127,115963492.35,117250943.4517,2443.20404043,2958.37957542
8129,41314080406.62,42863500700.5319,23524.8895558,36272.6215429
8128,1721784954.47,1680649662.923,405.078130596,628.478329603
8131,59149234105.756,65995797578.4867,8638.22936193,9339.98349173
8132,789753832.9,993438118.82,1643.20395592,1789.9629238
8133,128769736.7,179685292.96,4.3699762558,4.7602706497
8134,244679089.8,260179763.861,524.855941622,571.732222112
8135,21828462882.59,25406525943.354,3853.61188282,6126.77657182
8136,19949944746.2,21707767735.05,1,1
8137,475795965.2,534275455.44,237.630924821,387.45866055
8138,332076388.84,352572407.484,202.290879809,329.825015653
8139,764005263.2,949690289.179,1722.88008024,2809.16638435
8210,395991300.5,389836517.21,634.758679868,632.79955829
8221,12527147274.454,12913208382.6476,5854.9563281,5586.32962444
8223,7662648152.39,7983675159.9113,1544.66254332,1355.5259534
8222,2319703886246.03,2323496777388.14,932.183277684,809.807763439
8225,43370567465.08,39181994126.7821,7483.36524726,7608.47123584
8224,10530751564.69,10698328596.1058,9323.38754051,7496.90257761
8227,796531760.78,726212305.955,2578.38979533,2532.71958526
8226,1960060437351.74,1983616541659.88,21967.0549013,23031.4209161
8230,105101288657.49,108282427409.658,1297.93744542,1260.53939754
8311,16900308112.75,17914050879.281,17.3655516563,27.4651043518
8312,32759868896.11,33594742652.033,1019.2772035,1612.07404399
8313,15647262202.12,16985823096.4699,85.9662417807,135.962962225
8314,35134065716.45,36624058979.0155,1,1
8315,9043982490.9,9750224652.1861,3.63478680141,5.74872609228
8316,3849757511.3,4156983882.7112,1,1
8317,72580617257.09,78904601388.3427,545.625245571,862.952964783
8318,99775714341.97,111840733886.56,1,1
8319,56763375300.81,59478820692.5049,2671.6139298,3744.331952
8321,30881458112.52,31963490435.4138,0.460611671209,0.609912514687
8322,21493401780.88,23663950383.591,1,1
8323,951629865.8,989460754.185,1,1
8324,552949003391.08,563657650064.264,1664.80040676,2183.00176104
8325,20974721886.98,21385732743.1497,2486.51015096,3292.47780891
8326,51512371782.01,52903368741.0784,1,1
8327,36143566427,35423231319.5797,1959.57481366,2594.74354596
8328,127214494205.79,127447436009.824,1,1
8329,2007155890.25,1947878956.958,1,1
8110,6718726311.5,7000108402.615,5375.83546614,5889.79181227
3530,51158767665.68,55492900451.028,13477.1731213,11506.5777869
8410,3106523680.33,3077488025.909,55.492199298,55.2942182967
8420,130775984359.63,137858187224.843,199.632886526,299.256800705
8430,8559166124.15,9005629309.58928,1,1
8440,2592861252.29,3328883428.591,1,1
8330,6644240242.77,7720309531.3333,359.330578327,475.802559853
8510,23413549658.23,24737981432.2256,3838.24223946,5115.72894434
8520,296902091032.62,333364779565.397,3170.62680721,4225.91028404
8610,459735961.378,487657762.005,0.254659599342,0.339570634095
8620,4638179455.79,4674054183.5555,153.98547153,205.237521944
4210,1501193031.86,1500979531.2061,13355.1289514,11258.5846199
4247,140360046.3,118942355.79,63719.4568481,77608.520752
4631,34102189.6,31513835.471,1425.48985913,1342.47578749
4633,277445021.5,157789265.7,302.905447729,285.265606269
4635,749238615.7,455339065.2,4509.22035207,4364.38860294
4637,490872866.54,407327210.3,63443.7368969,104434.949797
4735,99584919.91,108268345.384,33378.2901402,43770.4643437
4915,73750469621.71,96335100256.261,41936.5458242,66141.4359939
4914,53081476452.826,69797213048.032,29571.4348269,42416.6408513
4714,770397700.4,1418380303.6,59653.8544146,79618.8082393
4913,8198838331.39,12365991041.6458,17361.8489745,27218.0777294
4911,19901157072.64,25038441908.9,13923.4623708,20959.6904556
4916,51866489567.3,55367282479.37,41345.3760697,63169.7616361
4917,27194021674.6,35847897242.2867,7473.62684037,11961.4062163
4920,65665009074.543,88746996750.3498,86.9657483936,132.802378427
4912,8201802468.9,9425692603.377,7563.74185541,11763.3577031
4623,25286004.36516,27460205.53116,24239.8031139,21734.3043983
5629,680414104.26,507013483.483,41745.4391428,41773.2724496
5614,129948859.6,122688281.786,2003.70102147,2003.86396217
5623,14665197370.5,11167042633.5,14396.7839887,14401.3540187
5627,223699984.11,229595940.53,25453.3233556,25455.940463
5632,1297054673,1503129279.1,23478.5087508,23480.7517314
5638,951080975.7,945567216.287,60568.7026656,60571.9252856
5643,1130416955.72,1227924816.62,7259.0114983,7256.0271335
5657,257520814.3,270251561.773,9563.55717265,9564.65998753
5659,162150392.7,151867396.24,31580.060324,31589.5651334
5682,50524946.89,45471071.176,12874.3816798,12869.1490256
5687,3727021.513,3840301.181,1434.13124984,1433.4445104
5679,3760384217,564796429,476.631834816,476.888614181
2442,9416596689.28,10462972472.99,62385.8999747,55884.6199831
2444,11407434066.28,12359084507.478,47853.6629114,39920.6870331
2522,23410062663.79,26056551856.017,20189.1531909,17371.8501158
2529,1526089118.63,1728849848.503,19598.5649801,15241.2372792
2617,4978596106.74,5594331376.489,8659.1829094,7001.45039336
2619,4775558661.25,6165797163.12,29322.616317,24275.5727577
2620,2232857287.71,2285920628.9849,2438.28256945,1971.49252874
9115,1425483997.41,1352876168.7556,313.665924072,254.177764893
9117,223825585.1,233584002.3432,1,1
9118,47729342.05,50874041.352,1,1
9119,191383509.14,205110013.11,1360.91316938,1403.26507235
9125,4903926415,5540852291.25,20118.4125276,23885.4928066
9127,8933653525.725,13132591102.309,5000.15387988,5584.49844432
9129,1070263674.22,1655416116.366,1592.47560883,1288.98557854
9131,170837037.4,153939126.14,1473.41914558,1191.1180191
9135,4877737466.1,5240752259.772,3083.31583786,2559.23337841
9137,177035914.1,190424715.83,49.949798584,63.399356842
9139,383896547.38,623414718.73,355.73315189,161.8784153
7727,5314643178,5812360034.4,4228.60282174,5094.17889873
7749,95880984.04,99485607.56,25998.7869294,28129.7893555
7834,8659509313.31,9221497147.6882,42541.4602431,41307.6726671
7836,617996519.2,615072999.722,1561.17455167,1387.92428584
7837,297774560.3,308990092.98,18321.0110089,16353.4386445
7838,614257213.02,615748548.849,799.036882302,710.686533047
7839,1197446501.77,1193111041.8929,48095.350998,48334.2486716
7111,227053980.4,240045774.69,1,1
7112,2353273422.7,2284041653.186,1,1
7113,735968772.95,724614706.659,1,1
7114,48368691857.25,48043999491.7754,293.866697311,345.053267479
7116,4960955837.87,4991308711.77,1,1
7119,445988533.39,478285824.793,684.514854431,803.745703697
7121,94582894099.44,99614687362.6585,28441.4229439,36043.1919594
7123,149714980443.25,162480460311.137,61950.4251511,67882.4832138
7132,103847698089.1,103655337482.137,11402.3343394,14569.2462542
7134,58937602202.35,60169858152.3681,6240.10848922,3990.59110682
7135,45260743396.58,46018871011.5848,2129.72686832,1361.97815276
7136,60033821354.61,60839284036.6798,9826.80547753,8435.34385479
7211,6542292551.68,6963552923.4332,55355.3544477,59269.1918917
7212,39371795121.13,42209277742.7602,21477.8717654,26171.7733596
7213,22653268360.56,23086420824.4776,1963.81126445,2568.07330505
7214,76262217473.825,79237214952.3318,2979.91670125,3896.63871898
7215,681352866.42,693127602.68,872.031262984,1140.35406534
7216,28685837908.45,35630390167.1785,390.789797437,510.989127776
7217,3219255458.31,3282816147.2372,4873.98921237,6373.70873701
7218,209311225959.65,218271076694.042,328.56225645,429.66041672
7219,250322249962.58,263041821727.373,6654.63351785,8715.40944252
7221,2707046392.75,2791148542.244,1351.40169614,1767.2261501
7222,52039396057.96,54750662509.3965,1,1
7223,4001026175.62,3953711410.4611,168.250125796,220.020452827
7224,47663326375.92,49649034618.3505,1,1
7225,6016137855.92,6410140448.3177,2215.75028457,2897.53359383
7226,134531935618.33,203229965490.906,1353.51073263,1487.29653565
7227,27399947120.68,28703107637.266,5.45680475235,7.13585615158
7228,21979795258.01,23676085524.036,22.6208008283,24.6492688568
7229,1220191287.11,1268244812.523,665.12776947,869.786659241
7231,19794445192.79,20820704294.957,2377.38347852,2965.09765484
7232,5947834132.43,6293441880.295,1838.38343239,1888.31707191
7233,92201138.68,97594612.103,854.747605458,877.963980838
7234,241686038075.88,268044261320.713,16329.5640895,16773.2160465
7235,7225715377.31,7517722420.5873,5711.93627661,5605.03514495
7236,1866273012.93,1913250177.4247,202.41251621,189.982242611
7237,9362777946.44,9631134203.9628,1369.5073452,1285.39741005
7238,4758607011.68,4964129823.055,49.0567388535,46.04386127
7239,8873760480.7,9441685692.8971,4791.91908362,4497.62117455
7517,357760157.3,374990609.87,47558.7357824,67282.7469395
7830,152899508.3,159680481.665,4672.18112931,3890.31272938
7736,4786570439.32,5911628544.29,11338.2675154,11384.1244696
7733,3555505377.64471,3547703508.73921,19583.0506971,29930.1045826
7737,68605410.25,137484441.82,8969.25433844,10733.5924776
7120,46411624.006,118141485.566,12717.4631607,13408.3598161
6158,24410240.592,26936320.2492,20556.329792,37016.0515932
6164,106804658.9887,98544365.06152,9249.19751568,8651.15254733
6168,2190750748.94,1423882762.6309,25694.6758174,82388.9753499
6327,3845621288,3811960560.99,58469.9769598,67202.3493491
6530,1198881.868,1165140.75162,49973.6778669,70290.6110005
6520,3233719985,3148786589.36,16788.843871,24950.6660994
3121,7379622138.69,9901953787.832,43253.4296918,47517.9107944
3132,1151756464.4,1495813696.44,42805.7473823,47226.7285852
3133,156402549.6,269390466.3,20854.3544141,23008.1939366
3138,29401411.83,34601194.926,18116.0916732,19982.2876692
3139,1360800169.93,1871445063.986,34386.1929902,37937.6020066
3210,9167083021.06,13163638300.36,25613.3810454,27606.7705134
3221,69604703901.3269,74957742247.7542,22038.0782456,19566.2579054
3223,339809551.73316,364631584.83525,12282.8080422,11263.9018268
3222,6084779802.84,7179242533.7827,18002.2886386,15708.1456472
3224,48953890.7822,54779692.8384,13967.838698,12313.1854986
3230,111579130.5,125538007.22,916.743354127,813.907087583
3313,377628417.7,424019663.76,1753.81378676,1557.07861376
3314,112055349429.91,122645216801.185,5429.37764395,4820.3337639
3315,14628472842.2,18923629906.641,3961.24990991,3516.89419393
3316,25566702739.464,28957072360.4485,10573.0583119,9387.67468308
3317,6130948847.63,7534160426.112,7054.46139676,6862.66692728
3318,133179008.221,139834318.69183,6150.08484909,6267.18807432
3410,2788024305.9,3428113710.61,959.075838082,982.605358596
3421,3620406529.875,3834071437.03331,16955.7052719,17371.6886489
3426,618146645.39,644824822.3596,38774.1327066,35624.8415188
3511,1382534250.8,3162853997.7,2515.66280058,2577.38090191
3512,571736938.7,718080862.506,20723.4910842,21231.9115233
3513,86814109439.555,125137892361.963,4203.34591611,4306.4688404
3514,27589723473.67,34511036743.2396,23712.9910765,23861.9234993
3515,1202472265.4,1748581910.68,419.422203884,429.712112352
3516,48807123181.044,51590467316.9604,3661.14412453,3750.96492514
3517,40999540221.64,52078885783.474,2534.12221826,2596.29319073
3518,19378265973.663,21284266545.3043,66111.5348178,50413.6453058
3519,6981593679.1,8839029423.65,7796.00679013,6674.74045045
3530,51158767665.68,55492900451.028,13477.1731213,11506.5777869
3541,46572122246.3,57515703299.7028,30765.1828907,25766.8894291
3544,3886546016.7,3982557344.93,34010.529224,25964.8188215
3545,512835080,559342174.614,2330.696104,1784.81177929
3520,23232301789.6,31475018656.88,1882.32779175,1928.50794189
3543,178499882.5,181714238.893,3159.70662761,2502.06447124
3550,300172719.3,308629272.979,850.195022834,685.760118551
