"BasinID","Volume_2000","Volume_2020","Popu_2000","Popu_2020"
6162,20134456.96,20394302.4218,157648.274858,253990.122818
6165,23455712763.753,25940703671.9166,452362.941175,596640.076151
6167,1904509302.232,2055589069.6994,161577.012604,320358.287217
6210,537354373.43,559438675.111,395853.61213,742242.399654
6223,26402979213.6272,27668657233.1972,388218.590915,508475.441259
6222,21702148521.79,22503248162.3083,359181.395376,794626.053667
6224,54723144099.664,59075428823.6622,917773.287039,1541537.35256
6225,91482689569.368,104562084996.807,496824.931926,749726.586753
6227,3141663901.12,4088434395.692,99277.2152069,171570.91352
6230,18467216444.087,19566814464.034,484674.787063,844487.272651
6241,48251717923,57936404258,262746.319939,473587.192822
6245,1136404.606,1249769.8855,599466.736275,874136.004487
6246,69505442.839,75340455.8711,66931.533592,78270.6071338
6249,58583314.49,59054663.121,521558.529985,569596.582562
6324,76769520.02,35289195.3218,632059.741001,745024.361945
6326,146925926.6,31963567.8,173542.75668,214153.573755
6345,7460501.012,12643554.191,349087.789919,393758.298475
6346,47144161.47,28958003.16,681644.662829,829188.283979
6413,882092389.1,882895752.083,356079.493122,382039.675291
6414,118389361266.43,107951537057.791,694494.031381,689469.454598
6416,19420495370.89,18535972975.152,494745.106026,476343.887453
6419,63776153.67,18788397.42,161134.827067,194233.603833
6512,3472220825.063,839621869.4435,808623.981132,937016.919349
6522,132382170.4,125536019.67,197424.512518,284130.725645
6525,230491739.7,174815587.45,516741.341839,677899.327062
6524,762427932.7,794551343.2,134402.688072,160809.4584
6533,531618003.2,508495532.63,175695.168628,283473.82141
6627,3917975.509,3507575.7546,262480.650815,384890.424925
3110,31706723107.78,38066987856.6234,81895.6464441,90353.8358674
3122,5751907203.42,6698226002.608,312035.098739,343864.077709
3123,14921489286.99,17817174323.999,232074.926918,256043.645489
3125,18256674792.1,19611024738.7279,357936.7034,391421.424385
3127,9036897433.853,11977036791.855,393201.854535,316028.094177
3134,5134343472.02,6023356388.541,80294.8977482,88587.7616556
3136,9864633738.4374,12724183215.0498,96962.7031478,106436.335103
3229,58731863749.15,59450568016.386,196866.010369,161758.265668
3312,44548757524.64,53671179948.425,180393.6604,160157.887285
3423,2036951565.27,2143381487.5,170103.0984,174276.329135
3422,44902706091.0956,38645131281.1113,165108.892382,168981.043064
3424,1764837598.9,1848504065.65,214406.512159,218760.281928
3425,129389669.84,144671999.227,248151.624566,254239.66097
3428,88611064.9,91319370.334,154379.979642,132814.25729
3429,7382712365.8,6928779648.4564,69680.2742843,65460.2751783
3542,19603437065.76,21353613942.159,317657.48448,242510.752658
3560,2832405597.404,3028239417.3177,144525.383466,99905.4834937
3610,151551752842.86,149665033874.387,375535.530142,276293.943447
