"BasinID","Volume_2000","Volume_2020","Popu_2000","Popu_2020"
2321,1497091659.88,1581519661.4649,7430039.48193,9251558.90884
2322,121557657.25,122782583.867,7801194.93233,8671043.3138
2324,445683204.1,526090023.77,15325524.8113,17356803.796
2325,782076119.27,830237658.452,22298125.3935,23890898.5858
2326,13791846415.33,14682122061.3871,49600956.261,49932397.0927
2327,43748376388.54,46678264660.039,21786254.3782,21785125.4479
2328,4115174425.88,4180282555.1245,22993879.833,21728874.9434
2410,28197673955.32,28667626064.8755,8478195.00379,8879191.10107
2422,2063783743.04,2120804130.4224,15721472.8093,15801125.2376
2424,3759586812.17,3949124328.376,23341226.1954,23866347.0479
2432,1331717783314.02,1358937799493.95,6467279.93452,6524325.2468
2447,82361357797.99,84116638185.9559,6174686.93796,7635557.65053
2190,387403.9628,590624.6621,5074420.38782,5188535.5538
2330,4695138038.89,4729847577.3883,55600510.37,64410849.3354
2340,12935940072.16,13763122911.257,5468135.86257,7312298.95664
2831,199531544604.276,200806720731.393,8441595.21673,7846747.15949
2832,58299804318.1811,69251555563.449,13436299.504,12277879.1817
2836,137858153114.77,144607730016.99,5544711.33768,4818516.78999
2837,467005383.87,497243679.936,5566464.7335,5335968.25326
2839,1419172574.87,1361000461.989,18688038.4183,21797329.1023
2846,32408419881.8947,34623122554.0954,13658811.2964,13234154.3753
2947,492930382.743,3598451793.193,5796630.64078,11007891.7746
2946,8906905292.49,19577370803.48,19508543.8194,31272997.5732
2949,70641543527.6917,94355226076.0467,12296733.1725,17112796.7975
2967,324816700.8,416571583.25,7377849.72219,12815049.1619
2810,26110769123.107,31770039266.261,10415481.4699,16473223.251
2914,806936718.33,1865749752.61,5106742.95989,6137567.07995
2926,13232188.22,2272042699.52,20553071.0718,20675539.3707
2990,13199905690.9,2054677665.7,11316486.7381,18204978.6543
7711,24765158719.0593,26554325315.5939,22860919.0757,31778150.9361
7712,3762702369.0613,1383948179.73113,9389785.23458,13426360.8517
7714,21717825380.564,23274796133.8237,16385376.5328,25385692.7145
7741,8417395152.298,8321543788.847,20673103.6671,25711984.5826
7743,1141071902,1229921923.67,5652961.03508,6245793.05091
7744,13231997978.74,16759262744.068,6310748.07858,8782861.30279
7253,27863949211.22,29512972083.3064,4914897.15858,5863869.33025
7255,2161261043888.96,2163132955642.73,23692079.7736,25653727.1473
7258,4917916607374.67,5011867570166.36,10898195.0441,11256742.6316
7311,30583674736.26,31263334549.9023,9066417.10984,9769286.39808
7315,2387063996.66,2417667826.03788,15133983.7264,16997472.122
7321,17638134624.63,18822416303.74,5216868.56346,7232314.01695
7325,102047099313.855,102624039558.16,20160876.4444,28418273.6637
7424,18166164373.223,22753659785.5993,6457873.92642,7866537.89306
7426,37376469876.945,38379612897.271,27664559.9794,31307602.9555
7429,90812117281.058,133666536077.355,11432277.9976,13995102.3707
7428,41435385343.02,46724058985.1487,17300062.9083,20217418.3329
7514,10103078358.92,10783820388.645,5422964.02159,8303344.20001
7521,5349111168.6,8123632542.9135,11855002.8904,20911289.4068
7532,3927076297.222,3811883855.1309,24828307.6095,31848303.8406
7533,20572314047.2,21338097920.845,5549384.16693,7439913.69475
7536,11483133301.5769,8665624754.63955,6646451.14638,11070818.6423
7537,69337945340.234,74163466880.9883,13345060.0387,20701712.8265
7310,643355700,677780883.97,7472272.81439,7720779.41502
7620,14342998371.741,15378995481.2279,11052664.8966,11075511.3403
7640,6152450843.23,6323894361.098,15285869.9333,26225222.1354
6120,17492309624.213,18477668791.5811,25524782.009,41251140.3894
6130,29126714939.563,31910627110.9947,16176264.0169,23313948.5467
6154,6647914129.22245,8833797408.84663,6200687.30055,8804003.98683
6226,24725164446.6189,28181757743.2435,7455836.21651,10797536.9512
6229,57396925705.1405,60743925735.4221,12656082.859,18567113.1
6310,7965188527.661,8513375317.1092,5229134.11881,7298134.42977
6330,9155855061.769,7242973355.5326,21053177.7057,26633093.6823
6349,12002554656.2,15309276114.41,6345420.18675,8051298.6215
6351,3759609949.78,3807995479.533,8803602.50781,10956256.158
6358,1918447743.43,2477534100.658,5574504.46723,6773886.39581
6359,7472509282.03,7623613370.551,11815845.077,14913868.826
6411,14307356904.106,13912094771.0084,9540125.52725,12425841.8075
6424,8352380111.6157,9290218030.64912,8809600.98478,11943542.8169
6425,31907517948.25,33577965091.9204,9671152.75289,12136687.5209
6427,31100866266.43,31900722506.107,28296077.8904,35526413.3734
6428,25805876157.4,14498401477.87,7183656.81201,10812132.6489
6429,58798375511,47937066977.969,7646180.37547,9376323.98265
6625,926556424.38,472800511.74,9063848.32241,13191960.0424
6710,1814004664.25,2149329811.63,14800171.5482,22490946.2773
6720,4362920587.1397,4477947775.81646,11683499.4328,17432436.6473
3124,51082731592.4867,57602384023.4071,9859123.42227,9121551.46879
3126,26384525431.6366,25858288044.3214,8767979.01439,7900615.71959
3129,152776230089.819,175930306510.716,5374366.64107,4957640.75417
